"","x"
"1248","AC092159.3"
"1249","AC092159.1"
"1250","AC116609.3"
"1251","AC116609.2"
"1252","AC116609.1"
"1253","LINC01939"
"1254","AC113607.1"
"1255","AC114808.1"
"1256","AC114808.2"
"1257","AC108462.1"
"1258","AC105450.1"
"1259","AC141930.1"
"1260","AC141930.2"
"1261","AC144450.1"
"1262","AC093390.2"
"1263","AC093390.1"
"1264","AC018685.2"
"1265","AC018685.3"
"1266","AC011995.2"
"1267","AC018685.1"
"1268","AC011995.1"
"1269","AC019118.2"
"1270","AC019118.1"
"1271","EIPR1-IT1"
"1272","AC114810.1"
"1273","AC231981.1"
"1274","AC108488.1"
"1275","RNASEH1-AS1"
"1276","AC108488.3"
"1277","AC010907.2"
"1278","AC010907.1"
"1279","AC012445.1"
"1280","AC107057.1"
"1281","AC108025.1"
"1282","AC010729.2"
"1283","AC010729.1"
"1284","LINC01810"
"1285","AC017053.1"
"1286","LINC01247"
"1287","LINC01824"
"1288","AC097517.1"
"1289","AC017076.1"
"1290","RNF144A-AS1"
"1291","AC068481.1"
"1292","AC010904.2"
"1293","AC013460.1"
"1294","AC092580.4"
"1295","AC092580.2"
"1296","AC007463.1"
"1297","AC007463.2"
"1298","U91324.1"
"1299","AC092617.1"
"1300","AC011747.1"
"1301","AC093904.2"
"1302","AC093904.4"
"1303","AC093904.3"
"1304","AC093904.1"
"1305","AC080162.1"
"1306","AC073195.1"
"1307","AC082651.1"
"1308","AC082651.4"
"1309","AC082651.3"
"1310","AC010969.2"
"1311","AC010969.3"
"1312","AC010969.1"
"1313","AC104794.4"
"1314","AC104794.3"
"1315","AC104794.5"
"1316","AC104794.2"
"1317","AC007240.3"
"1318","AC007314.1"
"1319","AC092687.2"
"1320","AC092687.3"
"1321","AC092687.1"
"1322","AC062028.1"
"1323","AC099344.1"
"1324","AC099344.2"
"1325","AC099344.3"
"1326","AC106875.2"
"1327","AC106875.1"
"1328","AC012456.1"
"1329","AC012456.2"
"1330","AC096559.1"
"1331","AC009486.2"
"1332","AC009486.1"
"1333","AC064875.1"
"1334","AC093912.1"
"1335","AC073062.1"
"1336","AC016730.1"
"1337","AC011897.1"
"1338","AC068286.2"
"1339","AC068286.1"
"1340","AC008278.2"
"1341","AC008278.1"
"1342","AC113608.2"
"1343","AC010145.1"
"1344","AC130710.1"
"1345","AC010745.1"
"1346","AC010745.2"
"1347","AC010745.3"
"1348","AC010745.5"
"1349","AC010745.4"
"1350","AC010880.1"
"1351","AC104623.1"
"1352","FAM49A"
"1353","AC008164.1"
"1354","AC079148.3"
"1355","AC079148.2"
"1356","AC079148.1"
"1357","AC106053.1"
"1358","AC130814.1"
"1359","AC010096.1"
"1360","AC019055.1"
"1361","AC013400.1"
"1362","AC079145.1"
"1363","AC098828.2"
"1364","AC023137.1"
"1365","AC012065.1"
"1366","AC012065.3"
"1367","HS1BP3-IT1"
"1368","AC012065.4"
"1369","LINC02850"
"1370","AC115619.1"
"1371","AC010872.2"
"1372","AC018742.1"
"1373","AC011752.1"
"1374","AC009411.2"
"1375","AC009411.1"
"1376","AC096570.1"
"1377","AC096570.2"
"1378","AC018467.1"
"1379","AC012506.1"
"1380","AC012506.3"
"1381","AC012506.2"
"1382","AC012506.4"
"1383","AC011239.1"
"1384","AC009242.1"
"1385","AC008073.2"
"1386","AC008073.1"
"1387","AC009228.1"
"1388","AC093798.1"
"1389","AC012073.1"
"1390","AC013267.2"
"1391","AC012074.1"
"1392","AC104699.1"
"1393","AC010896.1"
"1394","AC015977.2"
"1395","AC013472.2"
"1396","AC013472.1"
"1397","AC013472.3"
"1398","AGBL5-IT1"
"1399","AC013403.2"
"1400","PRR30"
"1401","AC074117.1"
"1402","AC093690.1"
"1403","AC104695.2"
"1404","AC104695.4"
"1405","AC104695.3"
"1406","AC104695.1"
"1407","AC074011.1"
"1408","AC092164.1"
"1409","AC097724.1"
"1410","AC105398.1"
"1411","AC074096.1"
"1412","AC016907.2"
"1413","AC106870.2"
"1414","AC106870.1"
"1415","AC109642.1"
"1416","AC009301.1"
"1417","AC009305.1"
"1418","AL133247.1"
"1419","AL121652.1"
"1420","AL121655.1"
"1421","AL121658.1"
"1422","AL133245.1"
"1423","AL133243.2"
"1424","AL133243.3"
"1425","AL133243.1"
"1426","AL133244.2"
"1427","AC019127.1"
"1428","AC020594.1"
"1429","AC017050.1"
"1430","LINC01318"
"1431","AC008170.1"
"1432","AC073218.1"
"1433","AC012593.1"
"1434","AC079352.1"
"1435","AC019064.1"
"1436","AC007378.1"
"1437","AC007390.2"
"1438","AC007391.1"
"1439","AC007391.2"
"1440","AC007391.3"
"1441","AC006369.1"
"1442","AC006369.2"
"1443","AC009229.2"
"1444","AC009229.3"
"1445","AC009229.1"
"1446","AC016995.1"
"1447","AC011247.1"
"1448","AC074366.1"
"1449","AC018693.1"
"1450","AC019171.1"
"1451","SOS1-IT1"
"1452","AC007684.2"
"1453","AC007877.1"
"1454","AC007317.1"
"1455","AC007317.2"
"1456","AC009413.2"
"1457","C2orf91"
"1458","AC013480.1"
"1459","AC083949.1"
"1460","AC016735.1"
"1461","LINC02590"
"1462","AC010883.2"
"1463","AC010883.3"
"1464","AC010883.1"
"1465","AC019129.2"
"1466","SIX3-AS1"
"1467","AC012354.1"
"1468","AC093702.1"
"1469","AC093833.1"
"1470","AC009236.2"
"1471","AC009236.1"
"1472","U51244.1"
"1473","AC017006.2"
"1474","AC017006.1"
"1475","TMEM247"
"1476","AC018682.2"
"1477","AC018682.1"
"1478","AC016722.1"
"1479","AC016722.2"
"1480","AC093732.2"
"1481","AC093732.1"
"1482","AC073283.1"
"1483","AC073283.2"
"1484","AC138655.1"
"1485","AC079807.1"
"1486","AC092650.1"
"1487","AC093635.1"
"1488","AC009975.1"
"1489","AC009975.2"
"1490","AC009971.1"
"1491","AC068725.1"
"1492","AC009234.1"
"1493","AC007682.1"
"1494","AC007402.1"
"1495","AC007402.2"
"1496","AC079304.1"
"1497","AC139712.3"
"1498","AC010967.1"
"1499","AC010967.2"
"1500","AC008280.3"
"1501","AC092839.1"
"1502","AC092839.2"
"1503","AC093110.1"
"1504","AC104781.1"
"1505","AC104781.2"
"1506","AC012358.1"
"1507","AC012358.3"
"1508","AC015982.2"
"1509","AC011306.1"
"1510","LINC01813"
"1511","AC007743.1"
"1512","AC132153.1"
"1513","AC068193.1"
"1514","AC007250.1"
"1515","AC007100.1"
"1516","AC007179.2"
"1517","AC007179.1"
"1518","AC007100.2"
"1519","AC007132.1"
"1520","AC007381.1"
"1521","AC007381.2"
"1522","AC009970.1"
"1523","LINC01185"
"1524","AC010733.2"
"1525","KIAA1841"
"1526","AC016747.1"
"1527","AC016747.2"
"1528","AC016747.3"
"1529","AC016727.1"
"1530","AC016727.3"
"1531","AC107081.2"
"1532","AC107081.4"
"1533","AC018462.1"
"1534","AC093159.1"
"1535","AC092155.1"
"1536","AC092567.2"
"1537","AC092567.1"
"1538","AC007098.1"
"1539","AC009501.3"
"1540","AC012368.2"
"1541","AC012368.1"
"1542","AC114752.1"
"1543","AC114752.2"
"1544","AC008074.2"
"1545","AC007365.1"
"1546","AC007880.1"
"1547","AC012370.1"
"1548","AC007389.1"
"1549","AC012370.2"
"1550","AC007389.3"
"1551","AC007389.5"
"1552","AC118345.1"
"1553","AC092669.1"
"1554","LINC01628"
"1555","AC007403.1"
"1556","AC023115.1"
"1557","AC007422.1"
"1558","AC010987.1"
"1559","WDR92"
"1560","AC017083.2"
"1561","AC017083.1"
"1562","AC015969.1"
"1563","AC114802.1"
"1564","AC092431.1"
"1565","AC016700.3"
"1566","AC022201.2"
"1567","AC022201.1"
"1568","TGFA-IT1"
"1569","AC005234.2"
"1570","AC005234.1"
"1571","AC007040.1"
"1572","AC007881.2"
"1573","AC007881.3"
"1574","AC007881.4"
"1575","AC007878.1"
"1576","AC012366.1"
"1577","AC010913.1"
"1578","AC069404.1"
"1579","AC074008.2"
"1580","ALMS1-IT1"
"1581","AC074008.1"
"1582","AC092653.1"
"1583","AC073046.4"
"1584","AC073046.3"
"1585","AC073046.1"
"1586","AC073263.1"
"1587","BOLA3-AS1"
"1588","AC073263.2"
"1589","AC005041.4"
"1590","AC005041.5"
"1591","AC005041.3"
"1592","AC007387.3"
"1593","AC007387.2"
"1594","AC019069.1"
"1595","AC104135.1"
"1596","AC007681.1"
"1597","AC007099.2"
"1598","AC007099.1"
"1599","AC005034.3"
"1600","AC005034.5"
"1601","AC005034.2"
"1602","AC005034.6"
"1603","AC005034.4"
"1604","AC110614.1"
"1605","AC073091.3"
"1606","AC073091.4"
"1607","AC068616.2"
"1608","AC068616.3"
"1609","AC068616.1"
"1610","AC079117.2"
"1611","AC079117.1"
"1612","AC013716.1"
"1613","AC012494.1"
"1614","AC084149.1"
"1615","LINC01851"
"1616","AC012494.2"
"1617","AC092660.1"
"1618","AC092604.1"
"1619","REG3G"
"1620","REG1B"
"1621","REG3A"
"1622","AC011754.1"
"1623","AC011754.2"
"1624","AC010975.1"
"1625","AC016716.2"
"1626","AC008067.1"
"1627","AC012355.1"
"1628","LINC01815"
"1629","AC079896.1"
"1630","AC010105.1"
"1631","AC098817.1"
"1632","LINC01809"
"1633","AC106874.1"
"1634","AC022210.2"
"1635","TCF7L1-IT1"
"1636","AC062037.2"
"1637","AC062037.3"
"1638","AC105053.1"
"1639","AC012511.1"
"1640","AC012511.2"
"1641","AC009309.1"
"1642","AC015971.1"
"1643","AC092651.3"
"1644","LINC01955"
"1645","AC068279.2"
"1646","IGKV3OR2-268"
"1647","AC133644.2"
"1648","AC108479.3"
"1649","AC104134.1"
"1650","AC062029.1"
"1651","IGKJ5"
"1652","IGKJ4"
"1653","IGKJ3"
"1654","IGKJ2"
"1655","IGKJ1"
"1656","IGKV4-1"
"1657","IGKV5-2"
"1658","IGKV7-3"
"1659","IGKV2-4"
"1660","IGKV1-5"
"1661","IGKV1-6"
"1662","IGKV3-7"
"1663","IGKV1-8"
"1664","IGKV1-9"
"1665","IGKV2-10"
"1666","IGKV3-11"
"1667","IGKV1-12"
"1668","IGKV1-13"
"1669","IGKV2-14"
"1670","IGKV3-15"
"1671","IGKV1-16"
"1672","IGKV1-17"
"1673","IGKV2-18"
"1674","IGKV2-19"
"1675","IGKV3-20"
"1676","IGKV6-21"
"1677","IGKV1-22"
"1678","IGKV2-23"
"1679","IGKV2-24"
"1680","IGKV3-25"
"1681","IGKV2-26"
"1682","IGKV1-27"
"1683","IGKV2-28"
"1684","IGKV2-29"
"1685","IGKV2-30"
"1686","IGKV3-31"
"1687","IGKV1-32"
"1688","IGKV1-33"
"1689","IGKV3-34"
"1690","IGKV1-35"
"1691","IGKV2-36"
"1692","IGKV1-37"
"1693","IGKV2-38"
"1694","IGKV1-39"
"1695","IGKV2-40"
"1696","IGKV2D-40"
"1697","IGKV1D-39"
"1698","IGKV2D-38"
"1699","IGKV1D-37"
"1700","IGKV2D-36"
"1701","IGKV1D-35"
"1702","IGKV3D-34"
"1703","IGKV1D-33"
"1704","IGKV1D-32"
"1705","IGKV3D-31"
"1706","IGKV2D-30"
"1707","IGKV2D-29"
"1708","IGKV2D-28"
"1709","IGKV1D-27"
"1710","IGKV2D-26"
"1711","IGKV3D-25"
"1712","IGKV2D-24"
"1713","IGKV2D-23"
"1714","IGKV1D-22"
"1715","IGKV6D-21"
"1716","IGKV3D-20"
"1717","IGKV2D-19"
"1718","IGKV2D-18"
"1719","IGKV6D-41"
"1720","IGKV1D-17"
"1721","IGKV1D-16"
"1722","IGKV3D-15"
"1723","IGKV2D-14"
"1724","IGKV1D-13"
"1725","IGKV1D-12"
"1726","IGKV3D-11"
"1727","IGKV2D-10"
"1728","IGKV1D-42"
"1729","IGKV1D-43"
"1730","IGKV1D-8"
"1731","IGKV3D-7"
"1732","IGKV1OR2-118"
"1733","AC233263.6"
"1734","AC233266.2"
"1735","AC027612.5"
"1736","IGKV1OR2-1"
"1737","AL845331.2"
"1738","AC103563.7"
"1739","AC103563.2"
"1740","AC103563.9"
"1741","AC092835.1"
"1742","AC009237.14"
"1743","AC009237.15"
"1744","AC008268.1"
"1745","AC012307.1"
"1746","AC021188.1"
"1747","AC013270.1"
"1748","AC092636.1"
"1749","IGKV2OR2-1"
"1750","IGKV2OR2-2"
"1751","IGKV1OR2-3"
"1752","AC159540.2"
"1753","AC159540.1"
"1754","IGKV1OR2-9"
"1755","IGKV2OR2-10"
"1756","IGKV2OR2-7D"
"1757","IGKV3OR2-5"
"1758","IGKV1OR2-6"
"1759","IGKV2OR2-7"
"1760","IGKV2OR2-8"
"1761","IGKV1OR2-11"
"1762","AC092683.1"
"1763","AC092683.2"
"1764","AC017099.2"
"1765","AC092675.1"
"1766","AC092675.2"
"1767","KIAA1211L"
"1768","AC079447.1"
"1769","AC018690.1"
"1770","AC092667.1"
"1771","AC092845.1"
"1772","AC092168.1"
"1773","AC092168.3"
"1774","AC092168.2"
"1775","AC016738.2"
"1776","AC016738.1"
"1777","AC093894.1"
"1778","AC093894.2"
"1779","AC007271.1"
"1780","AC007278.2"
"1781","AC007278.1"
"1782","AC108051.1"
"1783","AC073987.1"
"1784","AC011593.1"
"1785","AC013727.1"
"1786","AC013727.2"
"1787","AC096554.1"
"1788","AC068535.1"
"1789","LINC01831"
"1790","AC068535.2"
"1791","AC013402.2"
"1792","AC013402.3"
"1793","AC013402.1"
"1794","AC068057.1"
"1795","LINC01114"
"1796","AC018730.1"
"1797","LINC01159"
"1798","AC010884.2"
"1799","AC010884.1"
"1800","AC104655.1"
"1801","GPR45"
"1802","AC012360.2"
"1803","AC012360.1"
"1804","AC012360.3"
"1805","AC108058.1"
"1806","AC018802.1"
"1807","AC018802.2"
"1808","AC010978.1"
"1809","AC009505.1"
"1810","AC018878.1"
"1811","AC108868.2"
"1812","AC108868.1"
"1813","ST6GAL2-IT1"
"1814","AC016994.1"
"1815","AC005040.2"
"1816","AC096669.1"
"1817","AC064869.1"
"1818","RGPD4-AS1"
"1819","AC011753.2"
"1820","AC074387.1"
"1821","AC112229.2"
"1822","AC226101.1"
"1823","AC114776.1"
"1824","AC108463.2"
"1825","AC108463.3"
"1826","AC068491.2"
"1827","AC068491.3"
"1828","AC017002.6"
"1829","AC017002.5"
"1830","AC017002.3"
"1831","AC017002.1"
"1832","AC017002.2"
"1833","AC093675.1"
"1834","AC093675.2"
"1835","AC092645.2"
"1836","AC012442.2"
"1837","AC012442.1"
"1838","AC079922.2"
"1839","AC079753.2"
"1840","AC016683.1"
"1841","AC016745.1"
"1842","IGKV1OR2-108"
"1843","AC016745.2"
"1844","CBWD2"
"1845","FAM138B"
"1846","AL078621.4"
"1847","AC017074.2"
"1848","AC017074.1"
"1849","AC104653.2"
"1850","AC104653.1"
"1851","AC110769.2"
"1852","AC110769.1"
"1853","AC010982.2"
"1854","AC010982.1"
"1855","DPP10-AS3"
"1856","DPP10-AS2"
"1857","AC093610.1"
"1858","AC016721.1"
"1859","AC064856.1"
"1860","AC009312.1"
"1861","AC009404.1"
"1862","AC009303.2"
"1863","AC009303.3"
"1864","AC013457.1"
"1865","AC013275.1"
"1866","AC012363.1"
"1867","AC012363.2"
"1868","AC073257.2"
"1869","AC073257.1"
"1870","AC018866.1"
"1871","AC017033.1"
"1872","AC067960.1"
"1873","AC079988.1"
"1874","AC012447.1"
"1875","AC011246.1"
"1876","AC073632.1"
"1877","AC062020.1"
"1878","AC073409.2"
"1879","AC073409.1"
"1880","AC079154.1"
"1881","AC019159.2"
"1882","AC097499.2"
"1883","AC142116.2"
"1884","AC023347.1"
"1885","TEX51"
"1886","AC012508.2"
"1887","AC012508.3"
"1888","AC012508.1"
"1889","AC110926.2"
"1890","AC068282.1"
"1891","AC068282.2"
"1892","AC010976.1"
"1893","AC010976.2"
"1894","AC012306.2"
"1895","AC012306.3"
"1896","AC012451.1"
"1897","AC068483.1"
"1898","AC079776.5"
"1899","AC018865.1"
"1900","AC013269.2"
"1901","AC013269.1"
"1902","AC140481.2"
"1903","GPR148"
"1904","AC140481.1"
"1905","AC133785.1"
"1906","SMIM39"
"1907","AC073869.5"
"1908","AC073869.3"
"1909","AC093838.1"
"1910","AC103564.1"
"1911","AJ239322.2"
"1912","AJ239322.1"
"1913","LINC01945"
"1914","AC093787.2"
"1915","AC097532.1"
"1916","AC097532.2"
"1917","AC097532.3"
"1918","AC010974.1"
"1919","AC010974.2"
"1920","NCKAP5-IT1"
"1921","AC011243.1"
"1922","AC092623.1"
"1923","AC110620.2"
"1924","AC011893.1"
"1925","DARS"
"1926","DARS-AS1"
"1927","AC068492.1"
"1928","AC114763.1"
"1929","AC114763.2"
"1930","AC092620.1"
"1931","AC092620.2"
"1932","AC023468.1"
"1933","AC013265.1"
"1934","AC062021.1"
"1935","AC016710.1"
"1936","AC078851.1"
"1937","AC078882.1"
"1938","AC013437.1"
"1939","AC079793.1"
"1940","AC092652.3"
"1941","AC092652.1"
"1942","AC092652.2"
"1943","AC079584.2"
"1944","AC079584.1"
"1945","AC016910.1"
"1946","AC009951.5"
"1947","AC009951.6"
"1948","AC023128.1"
"1949","LINC01966"
"1950","AC096666.1"
"1951","AC092484.1"
"1952","AC079163.2"
"1953","AC079163.1"
"1954","AC079248.1"
"1955","AC062032.1"
"1956","AC018678.1"
"1957","AC009480.1"
"1958","AC105402.3"
"1959","AC105402.4"
"1960","AC009230.1"
"1961","AC007364.1"
"1962","AC016682.1"
"1963","AC104777.2"
"1964","AC104777.1"
"1965","AC023469.2"
"1966","AC023469.1"
"1967","AC018731.1"
"1968","AC097448.1"
"1969","AC079790.1"
"1970","AC079790.2"
"1971","AC012066.2"
"1972","AC012443.2"
"1973","AC011901.1"
"1974","AC012501.2"
"1975","AC009227.1"
"1976","AC009227.2"
"1977","AC061961.1"
"1978","AC092625.1"
"1979","AC073225.1"
"1980","AC074099.1"
"1981","AC096589.2"
"1982","AC096589.1"
"1983","AC108057.1"
"1984","AC019186.1"
"1985","AC013731.1"
"1986","AC091488.1"
"1987","UPP2-IT1"
"1988","AC005042.2"
"1989","AC064843.1"
"1990","AC008277.1"
"1991","AC009506.1"
"1992","AC009961.1"
"1993","MARCH7"
"1994","AC009961.4"
"1995","AC092153.1"
"1996","AC009313.1"
"1997","AC009299.3"
"1998","AC009487.1"
"1999","AC009487.3"
"2000","AC062022.2"
"2001","AC008063.1"
"2002","AC008063.2"
"2003","AC007750.1"
"2004","AC011900.1"
"2005","AC016766.1"
"2006","AC019197.1"
"2007","AC011303.1"
"2008","AC009495.3"
"2009","AC009495.1"
"2010","AC009495.2"
"2011","XIRP2-AS1"
"2012","AC073050.1"
"2013","AC016723.1"
"2014","AC007556.1"
"2015","CCDC173"
"2016","AC007277.1"
"2017","AC007405.1"
"2018","AC007405.3"
"2019","AC007405.2"
"2020","AC007405.4"
"2021","AC010092.1"
"2022","AC104088.1"
"2023","AC104088.3"
"2024","AC104088.2"
"2025","AC078883.2"
"2026","AC078883.1"
"2027","AC106900.1"
"2028","AC016737.1"
"2029","AC016737.2"
"2030","AC010894.2"
"2031","AC010894.3"
"2032","AC010894.4"
"2033","AC096649.1"
"2034","AC093459.1"
"2035","AC016751.2"
"2036","AC016751.1"
"2037","EVX2"
"2038","HOXD13"
"2039","HOXD12"
"2040","HOXD4"
"2041","AC009336.1"
"2042","HAGLROS"
"2043","AC017048.1"
"2044","AC017048.2"
"2045","AC017048.3"
"2046","AC092162.2"
"2047","AC073636.1"
"2048","AC074286.1"
"2049","AC079305.3"
"2050","AC079305.1"
"2051","AC019080.1"
"2052","AC019080.4"
"2053","AC019080.5"
"2054","AC019080.6"
"2055","AC073834.1"
"2056","AC012499.1"
"2057","AC011998.3"
"2058","AC009948.3"
"2059","AC009948.2"
"2060","AC010680.3"
"2061","AC010680.2"
"2062","AC010680.4"
"2063","AC010680.5"
"2064","AC010680.1"
"2065","AC092640.1"
"2066","AC093911.1"
"2067","AC009478.1"
"2068","AC104076.1"
"2069","AC068196.1"
"2070","AC020595.1"
"2071","AC013733.2"
"2072","AC013733.1"
"2073","AC009962.1"
"2074","AC012500.1"
"2075","AC064871.2"
"2076","AC021851.1"
"2077","AC021851.2"
"2078","AC093639.3"
"2079","AC093639.1"
"2080","AC093639.2"
"2081","AC096555.1"
"2082","AC020584.1"
"2083","AC096667.1"
"2084","AC009315.1"
"2085","AC097500.1"
"2086","AC017071.1"
"2087","AC017101.1"
"2088","AC007319.1"
"2089","AC092598.1"
"2090","AC133106.1"
"2091","AC013439.2"
"2092","AC013468.1"
"2093","AC093388.1"
"2094","AC108047.1"
"2095","AC006460.2"
"2096","AC006460.1"
"2097","AC005540.1"
"2098","AC067945.2"
"2099","AC067945.3"
"2100","AC067945.4"
"2101","AC092614.1"
"2102","AC098872.1"
"2103","AC098617.1"
"2104","AC062039.1"
"2105","AC013401.1"
"2106","AC096647.1"
"2107","AC074290.2"
"2108","AC068135.2"
"2109","AC073973.1"
"2110","AC010983.1"
"2111","AC104823.1"
"2112","AC064834.1"
"2113","LINC01827"
"2114","AC114760.2"
"2115","AC068544.2"
"2116","AC013264.1"
"2117","ANKRD44-IT1"
"2118","AC010746.2"
"2119","AC020550.2"
"2120","AC011997.1"
"2121","AC011997.2"
"2122","AC020719.1"
"2123","AC019330.1"
"2124","AC020718.1"
"2125","AC016746.1"
"2126","AC097717.1"
"2127","AC004464.1"
"2128","AC012459.1"
"2129","AC007163.1"
"2130","AC005037.1"
"2131","FAM126B"
"2132","AC007272.1"
"2133","AC007283.1"
"2134","AC007279.2"
"2135","AC069148.1"
"2136","AC079354.3"
"2137","AC079354.2"
"2138","AC064836.4"
"2139","AC064836.2"
"2140","AC064836.3"
"2141","AC080075.1"
"2142","AC009965.1"
"2143","AC009498.1"
"2144","AC016903.1"
"2145","AC016903.2"
"2146","AC007736.1"
"2147","AC007362.1"
"2148","AC007679.1"
"2149","AC007383.2"
"2150","AC007383.3"
"2151","GPR1"
"2152","GPR1-AS"
"2153","AC010731.2"
"2154","AC010731.3"
"2155","AC008269.1"
"2156","AC008269.2"
"2157","KLF7-IT1"
"2158","AC007879.1"
"2159","AC007879.3"
"2160","AC007879.5"
"2161","AC007879.2"
"2162","AC007879.4"
"2163","AC009226.1"
"2164","AC096772.1"
"2165","AC083900.1"
"2166","CRYGD"
"2167","CRYGC"
"2168","AC019185.2"
"2169","AC109824.1"
"2170","AC016743.1"
"2171","AC007038.2"
"2172","AC007038.1"
"2173","AC006994.2"
"2174","CPS1-IT1"
"2175","AC093865.1"
"2176","AC108066.1"
"2177","AC108066.2"
"2178","AC079610.1"
"2179","AC079610.2"
"2180","AC068051.1"
"2181","VWC2L-IT1"
"2182","AC072062.1"
"2183","AC092844.1"
"2184","AC073284.1"
"2185","AC012462.3"
"2186","AC012462.1"
"2187","AC012462.2"
"2188","AC012668.2"
"2189","AC012668.3"
"2190","AC012668.1"
"2191","AC122136.1"
"2192","AC093382.1"
"2193","MARCH4"
"2194","AC012513.1"
"2195","AC069155.1"
"2196","AC098820.2"
"2197","AC098820.1"
"2198","AC098820.3"
"2199","AC073321.1"
"2200","AC007563.2"
"2201","AC007563.1"
"2202","AC007563.4"
"2203","AC007557.2"
"2204","TNP1"
"2205","AC007557.4"
"2206","AC007557.1"
"2207","AC007557.3"
"2208","AC007749.1"
"2209","AC007749.2"
"2210","AC010136.1"
"2211","CXCR1"
"2212","AC021016.2"
"2213","AC021016.3"
"2214","AC012510.1"
"2215","AC009974.2"
"2216","AC009974.1"
"2217","AC097468.2"
"2218","LINC00608"
"2219","AC097468.1"
"2220","AC097468.4"
"2221","AC097468.3"
"2222","AC068946.3"
"2223","AC114803.1"
"2224","AC053503.2"
"2225","AC053503.4"
"2226","AC053503.1"
"2227","AC053503.5"
"2228","AC009955.3"
"2229","AC009955.4"
"2230","AC009955.1"
"2231","AC009955.2"
"2232","LINC01803"
"2233","AC008281.1"
"2234","AC019211.1"
"2235","AC093083.1"
"2236","AC067956.1"
"2237","AC093843.1"
"2238","AC093843.2"
"2239","AC011233.2"
"2240","AC079834.2"
"2241","AC068489.1"
"2242","CCDC140"
"2243","AC010980.1"
"2244","AC013476.1"
"2245","AC013448.1"
"2246","AC013448.2"
"2247","AC073641.1"
"2248","AC073052.2"
"2249","AC016717.2"
"2250","AC062015.1"
"2251","AC010735.2"
"2252","AC010735.1"
"2253","AC097662.1"
"2254","SCYGR1"
"2255","SCYGR2"
"2256","SCYGR3"
"2257","AC064853.1"
"2258","SCYGR4"
"2259","SCYGR5"
"2260","SCYGR6"
"2261","SCYGR7"
"2262","SCYGR8"
"2263","AC009410.1"
"2264","AC012070.1"
"2265","AC008273.1"
"2266","FBXO36-IT1"
"2267","AC009950.1"
"2268","AC010149.1"
"2269","AC012507.1"
"2270","AC012507.3"
"2271","AC009407.1"
"2272","AC017104.1"
"2273","AC017104.3"
"2274","AC017104.6"
"2275","AC104634.2"
"2276","TEX44"
"2277","AC073476.3"
"2278","AC019130.1"
"2279","AC068134.1"
"2280","AC068134.2"
"2281","AC073254.1"
"2282","AC064852.1"
"2283","AC106876.1"
"2284","NEU2"
"2285","AC013726.1"
"2286","AC114812.2"
"2287","AC005538.1"
"2288","AC005538.3"
"2289","AC006037.1"
"2290","AC122134.1"
"2291","AC097713.3"
"2292","AC097713.1"
"2293","AC010148.1"
"2294","AC114814.1"
"2295","AC114814.3"
"2296","AGAP1-IT1"
"2297","AC064874.1"
"2298","AC019068.1"
"2299","AC093915.1"
"2300","AC084030.1"
"2301","AC012063.1"
"2302","AC105760.1"
"2303","AC107079.1"
"2304","AC112715.1"
"2305","AC112721.1"
"2306","AC112721.2"
"2307","PRLH"
"2308","AC104667.2"
"2309","AC104667.1"
"2310","AC012076.1"
"2311","AC012485.1"
"2312","AC012485.3"
"2313","AC012485.2"
"2314","AC016999.1"
"2315","AC113618.2"
"2316","AC145625.2"
"2317","AC145625.1"
"2318","AC017028.1"
"2319","AC017028.2"
"2320","AC023787.2"
"2321","AC023787.3"
"2322","AC023787.1"
"2323","AC079612.1"
"2324","AC079612.2"
"2325","AC093802.2"
"2326","AC093802.1"
"2327","OR6B2"
"2328","OR6B3"
"2329","AC124861.3"
"2330","AC124861.2"
"2331","AC124861.1"
"2332","AC110619.1"
"2333","AC124862.1"
"2334","AC011298.1"
"2335","AC104809.2"
"2336","AC104809.1"
"2337","AC093585.1"
"2338","AC005237.1"
"2339","AC104841.1"
"2340","AC005104.1"
"2341","AC005104.3"
"2342","AC133528.1"
"2343","AC114730.3"
"2344","AC114730.1"
"2345","AC114730.2"
"2346","AC131097.1"
"2347","AC131097.2"
"2348","AC131097.3"
"2349","AC093642.1"
"2350","AC093642.7"
"2351","LINC01238.1"
"2352","AC066595.1"
"2353","AC066595.2"
"2354","AC087428.1"
"2355","AC090044.1"
"2356","AC087430.1"
"2357","AC018814.1"
"2358","AC087427.1"
"2359","AC024060.2"
